Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam,PlayType,PlayDirection
4,13,30,1,10,85,0,SHOTGUN,OPP,JAX,PHI,PASS,RIGHT
4,13,26,2,10,85,0,SHOTGUN,OPP,JAX,PHI,PASS,RIGHT
4,13,21,3,10,85,0,SHOTGUN,OPP,JAX,PHI,PASS,MIDDLE
4,11,51,2,1,70,1,SHOTGUN,OPP,PHI,JAX,PASS,RIGHT
4,10,0,2,5,95,1,SHOTGUN,OPP,PHI,JAX,PASS,LEFT
4,7,8,2,6,94,0,SHOTGUN,OPP,JAX,PHI,PASS,MIDDLE
4,7,5,3,6,94,0,SHOTGUN,OPP,JAX,PHI,PASS,MIDDLE
4,3,32,2,10,52,1,SHOTGUN,OPP,PHI,JAX,PASS,RIGHT
1,8,2,1,10,86,0,SHOTGUN,OPP,BAL,CAR,PASS,MIDDLE
1,4,45,3,6,53,0,SHOTGUN,OPP,CAR,BAL,PASS,MIDDLE
1,2,7,2,3,53,1,SHOTGUN,OPP,CAR,BAL,PASS,RIGHT
1,1,24,1,10,71,1,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
2,14,15,2,8,90,0,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
2,13,30,3,9,89,1,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
2,3,52,1,6,94,1,SHOTGUN,OPP,CAR,BAL,PASS,MIDDLE
2,1,16,2,7,50,0,SHOTGUN,OPP,BAL,CAR,PASS,RIGHT
2,1,11,3,7,50,0,SHOTGUN,OPP,BAL,CAR,PASS,LEFT
2,0,11,3,2,56,0,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
2,0,5,4,7,51,1,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
3,10,25,4,3,54,0,SHOTGUN,OPP,BAL,CAR,PASS,LEFT
3,8,50,3,4,52,0,SHOTGUN,OPP,CAR,BAL,PASS,LEFT
3,5,31,1,10,51,1,SHOTGUN,OPP,CAR,BAL,PASS,RIGHT
3,1,47,1,10,63,0,NO HUDDLE SHOTGUN,OPP,BAL,CAR,PASS,MIDDLE
3,1,22,2,6,67,0,NO HUDDLE SHOTGUN,OPP,BAL,CAR,PASS,LEFT
3,1,16,3,6,67,1,SHOTGUN,OPP,BAL,CAR,PASS,MIDDLE
3,0,19,2,4,91,0,NO HUDDLE SHOTGUN,OPP,BAL,CAR,PASS,MIDDLE
3,0,16,3,4,91,1,SHOTGUN,OPP,BAL,CAR,PASS,RIGHT
4,6,38,2,9,58,0,SHOTGUN,OPP,CAR,BAL,PASS,RIGHT
4,2,0,1,10,61,0,SHOTGUN,OPP,BAL,CAR,PASS,LEFT
4,1,31,2,3,68,1,SHOTGUN,OPP,BAL,CAR,PASS,MIDDLE
4,1,8,1,10,74,1,NO HUDDLE SHOTGUN,OPP,BAL,CAR,PASS,LEFT
1,10,43,2,6,61,1,SHOTGUN,OPP,CHI,NYJ,PASS,LEFT
1,0,31,1,10,57,0,UNDER CENTER,OPP,NYJ,CHI,PASS,MIDDLE
2,13,38,1,10,68,0,SHOTGUN,OPP,NYJ,CHI,PASS,LEFT
2,8,37,2,6,52,0,SHOTGUN,OPP,CHI,NYJ,PASS,LEFT
2,8,33,3,6,52,0,SHOTGUN,OPP,CHI,NYJ,PASS,RIGHT
3,12,14,3,3,52,0,SHOTGUN,OPP,CHI,NYJ,PASS,LEFT
3,8,5,1,9,91,0,SHOTGUN,OPP,CHI,NYJ,PASS,RIGHT
3,7,24,2,9,91,0,SHOTGUN,OPP,CHI,NYJ,PASS,RIGHT
3,7,19,3,4,96,1,SHOTGUN,OPP,CHI,NYJ,PASS,LEFT
3,4,48,2,10,50,1,SHOTGUN,OPP,CHI,NYJ,PASS,MIDDLE
3,3,32,2,7,71,0,SHOTGUN,OPP,CHI,NYJ,PASS,MIDDLE
3,0,48,2,11,77,0,SHOTGUN,OPP,CHI,NYJ,PASS,LEFT
4,12,49,2,7,53,1,SHOTGUN,OPP,NYJ,CHI,PASS,RIGHT
4,11,16,2,8,84,1,SHOTGUN,OPP,NYJ,CHI,PASS,LEFT
4,8,47,2,6,60,1,SHOTGUN,OPP,CHI,NYJ,PASS,MIDDLE
1,13,13,2,8,73,0,UNDER CENTER,OPP,CIN,TB,PASS,RIGHT
1,9,33,3,4,62,0,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
1,8,41,1,10,68,0,SHOTGUN,OPP,TB,CIN,PASS,LEFT
1,7,39,2,7,82,1,SHOTGUN,OPP,TB,CIN,PASS,MIDDLE
1,3,42,2,8,71,1,UNDER CENTER,OPP,CIN,TB,PASS,LEFT
1,0,49,1,10,53,1,UNDER CENTER,OPP,TB,CIN,PASS,RIGHT
1,0,12,1,10,73,1,UNDER CENTER,OPP,TB,CIN,PASS,MIDDLE
2,14,4,1,10,57,0,UNDER CENTER,OPP,CIN,TB,PASS,LEFT
2,13,54,1,5,62,0,UNDER CENTER,OPP,CIN,TB,PASS,MIDDLE
2,13,50,2,5,62,0,SHOTGUN,OPP,CIN,TB,PASS,LEFT
2,12,46,3,13,54,0,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
2,12,2,4,3,64,1,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
2,12,2,1,10,74,0,SHOTGUN,OPP,CIN,TB,PASS,LEFT
2,10,56,1,10,87,0,SHOTGUN,OPP,CIN,TB,PASS,RIGHT
2,10,15,2,6,91,0,SHOTGUN,OPP,CIN,TB,PASS,RIGHT
2,10,7,3,6,91,1,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
2,5,34,1,10,66,1,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
2,2,38,1,10,83,1,UNDER CENTER,OPP,CIN,TB,PASS,LEFT
2,1,9,1,10,53,0,SHOTGUN,OPP,TB,CIN,PASS,MIDDLE
2,1,3,2,10,53,0,SHOTGUN,OPP,TB,CIN,PASS,MIDDLE
2,0,59,3,10,53,1,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
2,0,53,1,10,82,0,SHOTGUN,OPP,TB,CIN,PASS,MIDDLE
2,0,49,2,10,82,0,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
2,0,41,3,5,87,1,SHOTGUN,OPP,TB,CIN,PASS,LEFT
2,0,21,1,7,93,0,UNDER CENTER,OPP,TB,CIN,PASS,LEFT
2,0,17,2,7,93,0,SHOTGUN,OPP,TB,CIN,PASS,LEFT
2,0,10,3,7,93,0,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
3,11,6,1,10,60,1,UNDER CENTER,OPP,TB,CIN,PASS,MIDDLE
3,9,36,2,7,83,1,SHOTGUN,OPP,TB,CIN,PASS,LEFT
3,5,34,1,10,57,0,UNDER CENTER,OPP,TB,CIN,PASS,MIDDLE
3,0,50,1,10,53,1,UNDER CENTER,OPP,TB,CIN,PASS,MIDDLE
4,14,31,2,22,61,0,SHOTGUN,OPP,TB,CIN,PASS,LEFT
4,3,42,2,1,52,0,UNDER CENTER,OPP,CIN,TB,PASS,LEFT
4,3,26,3,16,61,0,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
4,2,34,1,10,65,0,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
4,2,30,2,10,65,1,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
4,2,2,1,10,75,0,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
4,1,14,3,3,82,0,SHOTGUN,OPP,TB,CIN,PASS,LEFT
4,1,10,4,3,82,1,SHOTGUN,OPP,TB,CIN,PASS,RIGHT
4,0,17,2,10,59,0,SHOTGUN,OPP,CIN,TB,PASS,MIDDLE
1,2,35,1,10,61,0,SHOTGUN,OPP,DET,SEA,PASS,RIGHT
1,2,30,2,10,61,0,SHOTGUN,OPP,DET,SEA,PASS,LEFT
1,2,24,3,10,61,1,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,LEFT
2,14,23,2,5,76,1,SHOTGUN,OPP,SEA,DET,PASS,LEFT
2,14,4,1,10,66,1,UNDER CENTER,OPP,SEA,DET,PASS,LEFT
2,13,26,1,10,83,0,UNDER CENTER,OPP,SEA,DET,PASS,RIGHT
2,12,47,2,8,85,1,SHOTGUN,OPP,SEA,DET,PASS,RIGHT
2,10,4,2,6,51,0,SHOTGUN,OPP,DET,SEA,PASS,LEFT
2,4,41,1,10,72,0,UNDER CENTER,OPP,SEA,DET,PASS,RIGHT
2,2,34,3,4,88,1,SHOTGUN,OPP,SEA,DET,PASS,LEFT
3,8,29,2,1,99,0,SHOTGUN,OPP,SEA,DET,PASS,LEFT
3,7,44,4,1,99,0,UNDER CENTER,OPP,SEA,DET,PASS,MIDDLE
4,12,2,2,3,54,0,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,LEFT
4,11,51,1,10,69,0,SHOTGUN,OPP,DET,SEA,PASS,MIDDLE
4,11,23,2,4,75,1,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,LEFT
4,10,51,1,10,81,0,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,MIDDLE
4,10,47,2,10,81,1,SHOTGUN,OPP,DET,SEA,PASS,RIGHT
4,7,20,1,10,54,0,SHOTGUN,OPP,DET,SEA,PASS,LEFT
4,4,6,1,10,84,0,SHOTGUN,OPP,DET,SEA,PASS,LEFT
4,3,39,2,4,90,0,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,MIDDLE
4,3,11,1,4,96,0,NO HUDDLE SHOTGUN,OPP,DET,SEA,PASS,RIGHT
1,9,9,1,10,86,1,UNDER CENTER,OPP,DEN,KC,PASS,LEFT
1,7,50,2,1,99,0,UNDER CENTER,OPP,DEN,KC,PASS,RIGHT
1,6,55,1,10,52,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
1,6,14,1,10,60,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
1,6,9,2,10,60,0,SHOTGUN,OPP,KC,DEN,PASS,LEFT
1,4,57,1,10,75,1,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
1,4,1,1,8,92,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
1,3,56,2,8,92,0,UNDER CENTER,OPP,KC,DEN,PASS,RIGHT
2,15,0,1,10,55,0,UNDER CENTER,OPP,DEN,KC,PASS,RIGHT
2,14,54,1,10,55,0,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
2,13,11,3,9,56,0,SHOTGUN,OPP,DEN,KC,PASS,MIDDLE
2,13,6,1,10,61,0,UNDER CENTER,OPP,DEN,KC,PASS,RIGHT
2,9,36,2,5,91,1,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
2,3,29,1,10,55,1,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
2,2,0,2,6,70,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
2,1,0,2,9,87,1,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
2,0,24,1,10,76,0,NO HUDDLE SHOTGUN,OPP,DEN,KC,PASS,LEFT
2,0,19,2,10,76,0,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
2,0,12,3,10,76,1,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
3,10,52,2,10,61,0,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
3,10,46,3,10,61,0,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
3,10,23,1,10,90,1,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
3,7,5,1,10,68,0,UNDER CENTER,OPP,KC,DEN,PASS,RIGHT
3,6,59,2,10,68,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
3,6,13,3,7,71,0,SHOTGUN,OPP,KC,DEN,PASS,LEFT
3,5,19,4,1,77,1,SHOTGUN,OPP,KC,DEN,PASS,MIDDLE
3,2,16,1,10,54,1,UNDER CENTER,OPP,DEN,KC,PASS,LEFT
3,1,17,2,8,72,1,UNDER CENTER,OPP,DEN,KC,PASS,RIGHT
3,0,29,1,7,93,0,UNDER CENTER,OPP,DEN,KC,PASS,LEFT
3,0,23,2,7,93,0,SHOTGUN,OPP,DEN,KC,PASS,MIDDLE
4,15,0,4,4,96,1,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
4,11,2,1,10,57,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
4,9,33,3,8,59,0,SHOTGUN,OPP,KC,DEN,PASS,RIGHT
4,3,12,1,10,52,0,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
4,3,6,2,10,52,1,SHOTGUN,OPP,DEN,KC,PASS,MIDDLE
4,2,44,1,10,66,0,NO HUDDLE SHOTGUN,OPP,DEN,KC,PASS,RIGHT
4,2,25,2,3,73,1,SHOTGUN,OPP,DEN,KC,PASS,RIGHT
4,2,22,1,10,80,0,SHOTGUN,OPP,DEN,KC,PASS,LEFT
4,1,57,3,8,82,0,UNDER CENTER,OPP,DEN,KC,PASS,MIDDLE
1,3,0,2,7,93,1,SHOTGUN,OPP,WAS,NYG,PASS,MIDDLE
2,15,0,3,15,57,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
2,7,58,2,6,73,1,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
2,6,40,2,11,88,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
2,4,26,3,9,61,1,SHOTGUN,OPP,WAS,NYG,PASS,RIGHT
2,3,42,1,10,73,0,UNDER CENTER,OPP,WAS,NYG,PASS,MIDDLE
2,3,37,2,10,73,0,SHOTGUN,OPP,WAS,NYG,PASS,RIGHT
2,3,33,3,10,73,0,SHOTGUN,OPP,WAS,NYG,PASS,LEFT
2,1,37,1,10,75,0,NO HUDDLE SHOTGUN,OPP,NYG,WAS,PASS,LEFT
2,1,32,2,10,75,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
2,1,25,3,6,79,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
3,7,11,1,5,50,0,UNDER CENTER,OPP,WAS,NYG,PASS,MIDDLE
3,6,20,3,3,52,1,SHOTGUN,OPP,WAS,NYG,PASS,LEFT
3,5,5,2,9,65,0,SHOTGUN,OPP,WAS,NYG,PASS,MIDDLE
3,5,1,3,9,65,0,SHOTGUN,OPP,WAS,NYG,PASS,LEFT
3,3,6,2,8,62,0,SHOTGUN,OPP,WAS,NYG,PASS,LEFT
3,1,37,2,4,76,1,SHOTGUN,OPP,WAS,NYG,PASS,MIDDLE
3,0,43,1,10,61,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
3,0,39,2,10,61,0,NO HUDDLE SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,15,0,3,12,59,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,14,23,4,3,68,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,13,2,1,10,51,1,SHOTGUN,OPP,WAS,NYG,PASS,LEFT
4,10,39,3,6,76,0,SHOTGUN,OPP,WAS,NYG,PASS,RIGHT
4,5,3,1,10,60,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
4,4,59,2,10,60,1,SHOTGUN,OPP,NYG,WAS,PASS,MIDDLE
4,4,49,1,8,92,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
4,4,21,2,3,97,0,NO HUDDLE SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,4,17,3,3,97,0,SHOTGUN,OPP,NYG,WAS,PASS,MIDDLE
4,1,14,1,15,59,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,1,7,2,15,59,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
4,0,58,3,4,70,0,SHOTGUN,OPP,NYG,WAS,PASS,MIDDLE
4,0,53,4,4,70,1,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
4,0,37,2,10,81,0,SHOTGUN,OPP,NYG,WAS,PASS,RIGHT
4,0,33,3,6,85,0,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,0,29,4,6,85,1,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
4,0,21,1,2,98,1,SHOTGUN,OPP,NYG,WAS,PASS,LEFT
1,11,54,2,2,67,1,UNDER CENTER,OPP,CLE,PIT,PASS,RIGHT
1,11,18,1,10,80,0,SHOTGUN,OPP,CLE,PIT,PASS,MIDDLE
1,10,37,2,11,79,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
1,2,49,2,12,73,0,UNDER CENTER,OPP,CLE,PIT,PASS,RIGHT
1,2,42,3,12,73,0,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
1,0,27,1,10,54,1,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
2,14,18,2,12,73,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
2,14,13,3,12,73,0,SHOTGUN,OPP,CLE,PIT,PASS,MIDDLE
2,11,35,1,10,57,1,NO HUDDLE SHOTGUN,OPP,PIT,CLE,PASS,LEFT
2,7,30,2,8,56,0,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
2,7,25,3,8,56,0,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
2,2,26,2,6,51,0,NO HUDDLE SHOTGUN,OPP,PIT,CLE,PASS,LEFT
2,0,15,4,1,96,1,SHOTGUN,OPP,PIT,CLE,PASS,RIGHT
2,0,10,1,1,99,1,UNDER CENTER,OPP,PIT,CLE,PASS,LEFT
3,12,50,1,10,62,0,SHOTGUN,OPP,PIT,CLE,PASS,MIDDLE
3,12,34,2,10,62,1,SHOTGUN,OPP,PIT,CLE,PASS,LEFT
3,12,13,1,10,75,0,SHOTGUN,OPP,PIT,CLE,PASS,MIDDLE
3,12,9,2,10,75,0,SHOTGUN,OPP,PIT,CLE,PASS,MIDDLE
3,9,14,2,8,54,0,SHOTGUN,OPP,PIT,CLE,PASS,LEFT
3,9,8,3,8,54,0,SHOTGUN,OPP,PIT,CLE,PASS,MIDDLE
3,8,7,1,10,76,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
3,7,25,2,11,87,0,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
3,6,43,3,4,94,0,SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
3,5,29,1,1,99,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
3,3,23,2,8,73,1,SHOTGUN,OPP,PIT,CLE,PASS,RIGHT
3,0,30,1,10,59,0,SHOTGUN,OPP,PIT,CLE,PASS,LEFT
3,0,25,2,10,59,1,SHOTGUN,OPP,PIT,CLE,PASS,RIGHT
4,15,0,1,10,72,0,SHOTGUN,OPP,PIT,CLE,PASS,MIDDLE
4,13,39,3,6,76,0,SHOTGUN,OPP,PIT,CLE,PASS,LEFT
4,0,53,1,10,61,1,NO HUDDLE SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
4,0,47,1,10,72,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
4,0,41,2,10,72,0,SHOTGUN,OPP,CLE,PIT,PASS,LEFT
4,0,18,3,6,76,0,NO HUDDLE SHOTGUN,OPP,CLE,PIT,PASS,RIGHT
4,0,13,4,6,76,1,SHOTGUN,OPP,CLE,PIT,PASS,MIDDLE
1,8,27,1,10,74,1,UNDER CENTER,OPP,IND,OAK,PASS,LEFT
1,2,27,1,10,68,0,SHOTGUN,OPP,IND,OAK,PASS,RIGHT
1,1,49,2,5,73,0,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
1,1,23,1,10,84,0,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
1,0,7,3,2,92,0,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
2,12,1,1,5,69,1,UNDER CENTER,OPP,OAK,IND,PASS,RIGHT
2,6,20,2,9,75,1,SHOTGUN,OPP,OAK,IND,PASS,RIGHT
2,0,39,2,4,93,0,SHOTGUN,OPP,IND,OAK,PASS,LEFT
2,0,35,3,4,93,0,SHOTGUN,OPP,IND,OAK,PASS,RIGHT
3,1,40,2,6,93,0,SHOTGUN,OPP,OAK,IND,PASS,LEFT
3,1,6,3,5,94,1,SHOTGUN,OPP,OAK,IND,PASS,MIDDLE
4,13,22,1,20,51,1,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
4,10,54,2,4,96,0,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
4,8,8,1,10,63,1,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
4,6,29,2,16,68,1,SHOTGUN,OPP,IND,OAK,PASS,MIDDLE
4,5,33,1,5,90,1,SHOTGUN,OPP,IND,OAK,PASS,LEFT
1,5,20,2,19,54,0,SHOTGUN,OPP,SF,ARI,PASS,LEFT
1,5,16,3,19,54,0,SHOTGUN,OPP,SF,ARI,PASS,LEFT
2,13,32,1,10,61,1,UNDER CENTER,OPP,ARI,SF,PASS,MIDDLE
2,12,5,2,13,72,1,SHOTGUN,OPP,ARI,SF,PASS,LEFT
2,11,17,1,10,87,0,UNDER CENTER,OPP,ARI,SF,PASS,LEFT
2,10,39,2,5,92,0,UNDER CENTER,OPP,ARI,SF,PASS,RIGHT
2,10,34,3,5,92,0,SHOTGUN,OPP,ARI,SF,PASS,MIDDLE
2,5,25,2,15,83,0,SHOTGUN,OPP,SF,ARI,PASS,LEFT
2,4,43,3,7,91,0,SHOTGUN,OPP,SF,ARI,PASS,LEFT
2,1,59,1,10,52,1,UNDER CENTER,OPP,ARI,SF,PASS,RIGHT
2,1,28,2,11,63,0,NO HUDDLE SHOTGUN,OPP,ARI,SF,PASS,LEFT
3,11,46,3,4,50,0,SHOTGUN,OPP,SF,ARI,PASS,MIDDLE
3,1,14,3,2,86,1,SHOTGUN,OPP,SF,ARI,PASS,MIDDLE
4,11,14,1,10,87,0,SHOTGUN,OPP,ARI,SF,PASS,RIGHT
4,11,11,2,10,87,1,SHOTGUN,OPP,ARI,SF,PASS,MIDDLE
4,1,40,1,10,58,0,NO HUDDLE SHOTGUN,OPP,ARI,SF,PASS,LEFT
4,1,36,2,10,58,1,SHOTGUN,OPP,ARI,SF,PASS,RIGHT
4,1,29,1,10,77,0,UNDER CENTER,OPP,ARI,SF,PASS,RIGHT
4,1,24,2,15,72,0,SHOTGUN,OPP,ARI,SF,PASS,MIDDLE
4,0,58,3,2,85,1,NO HUDDLE SHOTGUN,OPP,ARI,SF,PASS,LEFT
4,0,50,1,8,92,0,SHOTGUN,OPP,ARI,SF,PASS,RIGHT
4,0,45,2,8,92,0,SHOTGUN,OPP,ARI,SF,PASS,LEFT
4,0,39,3,9,91,1,SHOTGUN,OPP,ARI,SF,PASS,MIDDLE
4,0,18,2,3,51,1,SHOTGUN,OPP,SF,ARI,PASS,LEFT
4,0,10,1,10,55,0,SHOTGUN,OPP,SF,ARI,PASS,RIGHT
4,0,7,2,10,55,0,SHOTGUN,OPP,SF,ARI,PASS,LEFT
1,13,0,1,10,55,0,SHOTGUN,OPP,GB,LA,PASS,RIGHT
1,6,26,1,10,78,1,UNDER CENTER,OPP,GB,LA,PASS,MIDDLE
1,6,11,1,1,99,0,UNDER CENTER,OPP,GB,LA,PASS,RIGHT
2,7,45,1,10,57,0,UNDER CENTER,OPP,LA,GB,PASS,RIGHT
2,7,36,2,10,57,0,SHOTGUN,OPP,LA,GB,PASS,LEFT
2,7,32,3,10,57,0,SHOTGUN,OPP,LA,GB,PASS,LEFT
2,2,0,1,10,65,1,SHOTGUN,OPP,LA,GB,PASS,LEFT
2,0,25,3,1,99,1,SHOTGUN,OPP,LA,GB,PASS,LEFT
3,11,46,1,10,52,1,NO HUDDLE SHOTGUN,OPP,GB,LA,PASS,LEFT
3,11,10,1,10,66,0,NO HUDDLE SHOTGUN,OPP,GB,LA,PASS,RIGHT
3,10,33,2,2,74,0,NO HUDDLE SHOTGUN,OPP,GB,LA,PASS,LEFT
3,7,28,1,10,70,1,NO HUDDLE SHOTGUN,OPP,LA,GB,PASS,MIDDLE
3,4,52,3,3,58,1,SHOTGUN,OPP,LA,GB,PASS,LEFT
3,3,42,2,14,66,0,SHOTGUN,OPP,LA,GB,PASS,RIGHT
3,3,4,2,19,61,1,SHOTGUN,OPP,LA,GB,PASS,LEFT
3,1,56,2,9,81,1,SHOTGUN,OPP,LA,GB,PASS,MIDDLE
3,0,25,1,10,67,0,NO HUDDLE SHOTGUN,OPP,GB,LA,PASS,LEFT
4,12,23,3,7,73,0,SHOTGUN,OPP,LA,GB,PASS,MIDDLE
4,9,40,1,10,59,0,SHOTGUN,OPP,GB,LA,PASS,LEFT
4,8,57,2,9,60,1,NO HUDDLE SHOTGUN,OPP,GB,LA,PASS,RIGHT
4,4,41,2,6,64,0,NO HUDDLE,OPP,LA,GB,PASS,RIGHT
1,10,38,3,3,97,1,SHOTGUN,OPP,NO,MIN,PASS,MIDDLE
1,6,18,3,5,51,1,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
1,4,56,2,7,68,1,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
1,3,31,2,1,99,0,UNDER CENTER,OPP,MIN,NO,PASS,RIGHT
1,3,25,3,1,99,0,SHOTGUN,OPP,MIN,NO,PASS,LEFT
1,3,21,4,1,99,1,SHOTGUN,OPP,MIN,NO,PASS,LEFT
2,14,19,1,10,55,1,UNDER CENTER,OPP,MIN,NO,PASS,RIGHT
2,12,50,2,10,83,0,SHOTGUN,OPP,MIN,NO,PASS,MIDDLE
2,12,6,3,7,86,0,SHOTGUN,OPP,MIN,NO,PASS,LEFT
2,10,0,2,5,50,0,SHOTGUN,OPP,NO,MIN,PASS,LEFT
2,7,35,3,3,66,0,SHOTGUN,OPP,NO,MIN,PASS,RIGHT
2,3,12,1,10,55,0,UNDER CENTER,OPP,NO,MIN,PASS,LEFT
2,3,7,2,10,55,0,SHOTGUN,OPP,NO,MIN,PASS,MIDDLE
2,1,21,1,10,63,0,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
2,1,17,1,10,70,1,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
2,1,11,1,10,82,0,SHOTGUN,OPP,MIN,NO,PASS,LEFT
2,0,57,1,10,82,1,SHOTGUN,OPP,NO,MIN,PASS,LEFT
3,11,9,3,3,62,1,SHOTGUN,OPP,NO,MIN,PASS,LEFT
3,9,55,2,8,72,1,UNDER CENTER,OPP,NO,MIN,PASS,RIGHT
3,9,13,1,9,91,0,SHOTGUN,OPP,NO,MIN,PASS,LEFT
3,8,29,3,10,90,0,SHOTGUN,OPP,NO,MIN,PASS,RIGHT
4,13,26,1,10,63,0,UNDER CENTER,OPP,NO,MIN,PASS,RIGHT
4,11,10,2,15,70,0,SHOTGUN,OPP,NO,MIN,PASS,LEFT
4,7,56,2,6,52,1,NO HUDDLE SHOTGUN,OPP,MIN,NO,PASS,RIGHT
4,7,22,1,10,61,0,NO HUDDLE SHOTGUN,OPP,MIN,NO,PASS,RIGHT
4,6,46,3,17,54,1,SHOTGUN,OPP,MIN,NO,PASS,MIDDLE
4,6,15,1,10,81,0,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
4,5,46,2,7,84,0,NO HUDDLE SHOTGUN,OPP,MIN,NO,PASS,RIGHT
4,5,42,1,6,94,0,SHOTGUN,OPP,MIN,NO,PASS,MIDDLE
4,5,38,2,6,94,0,SHOTGUN,OPP,MIN,NO,PASS,LEFT
4,4,30,4,1,99,1,SHOTGUN,OPP,MIN,NO,PASS,MIDDLE
4,3,33,2,6,58,0,SHOTGUN,OPP,NO,MIN,PASS,RIGHT
4,0,6,2,10,54,0,SHOTGUN,OPP,MIN,NO,PASS,RIGHT
1,10,13,3,9,57,0,SHOTGUN,OPP,BUF,NE,PASS,LEFT
1,8,48,1,10,57,0,NO HUDDLE SHOTGUN,OPP,NE,BUF,PASS,MIDDLE
1,8,44,2,10,57,0,SHOTGUN,OPP,NE,BUF,PASS,LEFT
